,product_category,product_price,total_sessions,product_view_sessions,add_to_cart_sessions,purchase_sessions,view_to_cart_percentage,cart_to_purchase_percentage,view_to_purchase_percentage,avg_view_to_cart_sec,avg_cart_to_purchase_sec
359,Apparel,139990000,1,0,0,2,,,,,
360,Backpacks,38390000,10,0,0,20,,,,,
361,Backpacks,47990000,7,0,0,14,,,,,
362,Backpacks,79990000,17,0,0,34,,,,,
363,Backpacks,99990000,17,0,0,42,,,,,
364,Bags,990000,1,0,0,2,,,,,
365,Bags,2800000,21,0,0,42,,,,,
366,Bags,3500000,32,0,0,68,,,,,
367,Bags,3990000,157,0,0,348,,,,,
368,Bags,4990000,152,0,0,366,,,,,
369,Bags,7990000,22,0,0,44,,,,,
370,Bags,8390000,16,0,0,32,,,,,
371,Bags,8790000,8,0,0,16,,,,,
372,Bags,8990000,1,0,0,2,,,,,
373,Bags,9990000,19,0,0,40,,,,,
374,Bags,10490000,3,0,0,6,,,,,
375,Bags,10990000,8,0,0,16,,,,,
376,Bags,11190000,23,0,0,48,,,,,
377,Bags,11990000,12,0,0,24,,,,,
378,Bags,12310000,4,0,0,8,,,,,
379,Bags,12790000,93,0,0,188,,,,,
380,Bags,13990000,36,0,0,74,,,,,
381,Bags,14990000,9,0,0,18,,,,,
382,Bags,15390000,2,0,0,4,,,,,
383,Bags,15990000,51,0,0,102,,,,,
384,Bags,17590000,22,0,0,44,,,,,
385,Bags,18990000,1,0,0,2,,,,,
386,Bags,19990000,13,0,0,26,,,,,
387,Bags,21990000,5,0,0,10,,,,,
388,Bags,27990000,18,0,0,36,,,,,
389,Bags,34990000,3,0,0,6,,,,,
390,Bags,55990000,42,0,0,86,,,,,
391,Bags,69990000,38,0,0,78,,,,,
392,Bags,79990000,94,0,0,204,,,,,
393,Bags,99990000,67,0,0,146,,,,,
394,Bottles,2390000,35,0,0,72,,,,,
395,Bottles,2990000,46,0,0,96,,,,,
396,Bottles,3990000,31,0,0,64,,,,,
397,Bottles,4990000,33,0,0,68,,,,,
398,Bottles,8990000,1,0,0,2,,,,,
399,Bottles/,2990000,6,14,5,0,35.71,0.0,0.0,105.5,395.0
400,Bottles/,4990000,1,1,0,0,0.0,,0.0,,
401,Bottles/,7990000,1,1,0,0,0.0,,0.0,,
402,Bottles/,9990000,1,3,0,0,0.0,,0.0,,
403,Bottles/,10990000,2,4,0,0,0.0,,0.0,,
404,Bottles/,18990000,3,3,0,0,0.0,,0.0,178.0,
405,Bottles/,24990000,1,1,0,0,0.0,,0.0,,
406,Drinkware,990000,1,0,0,2,,,,,
407,Drinkware,1110000,22,0,0,44,,,,,
408,Drinkware,1390000,22,0,0,44,,,,,
409,Drinkware,1590000,57,0,0,118,,,,,
410,Drinkware,1990000,52,0,0,106,,,,,
411,Drinkware,2390000,132,0,0,354,,,,,
412,Drinkware,2800000,17,0,0,34,,,,,
413,Drinkware,2990000,174,0,0,481,,,,,
414,Drinkware,3500000,20,0,0,40,,,,,
415,Drinkware,4990000,1,0,0,4,,,,,
416,Drinkware,6390000,37,0,0,74,,,,,
417,Drinkware,7190000,51,0,0,104,,,,,
418,Drinkware,7830000,1,0,0,2,,,,,
419,Drinkware,7990000,59,0,0,120,,,,,
420,Drinkware,8790000,21,0,0,42,,,,,
421,Drinkware,8990000,52,0,0,110,,,,,
422,Drinkware,9790000,2,0,0,4,,,,,
423,Drinkware,9990000,20,0,0,40,,,,,
424,Drinkware,10390000,137,0,0,306,,,,,
425,Drinkware,10630000,11,0,0,22,,,,,
426,Drinkware,10990000,11,0,0,22,,,,,
427,Drinkware,11190000,52,0,0,134,,,,,
428,Drinkware,12990000,120,0,0,252,,,,,
429,Drinkware,13290000,2,0,0,4,,,,,
430,Drinkware,13430000,12,0,0,34,,,,,
431,Drinkware,13990000,29,0,0,66,,,,,
432,Drinkware,15190000,87,0,0,180,,,,,
433,Drinkware,15990000,17,0,0,34,,,,,
434,Drinkware,16790000,10,0,0,24,,,,,
435,Drinkware,17590000,20,0,0,50,,,,,
436,Drinkware,18990000,47,0,0,112,,,,,
437,Drinkware,19190000,6,0,0,14,,,,,
438,Drinkware,19990000,194,0,0,410,,,,,
439,Drinkware,21990000,11,0,0,24,,,,,
440,Drinkware,23990000,3,0,0,12,,,,,
441,Drinkware,24990000,106,0,0,232,,,,,
442,Drinkware,27190000,4,0,0,8,,,,,
443,Drinkware,33990000,7,0,0,14,,,,,
444,Electronics,1200000,55,0,0,112,,,,,
445,Electronics,1500000,108,0,0,218,,,,,
446,Electronics,3120000,7,0,0,16,,,,,
447,Electronics,3490000,2,0,0,4,,,,,
448,Electronics,3900000,7,0,0,14,,,,,
449,Electronics,3990000,48,0,0,102,,,,,
450,Electronics,4990000,70,0,0,164,,,,,
451,Electronics,5590000,24,0,0,48,,,,,
452,Electronics,6990000,26,0,0,52,,,,,
453,Electronics,8790000,11,0,0,22,,,,,
454,Electronics,9200000,6,0,0,12,,,,,
455,Electronics,10390000,4,0,0,8,,,,,
456,Electronics,10990000,12,0,0,24,,,,,
457,Electronics,11500000,2,0,0,4,,,,,
458,Electronics,12990000,3,0,0,6,,,,,
459,Electronics,13590000,33,0,0,68,,,,,
460,Electronics,14400000,4,0,0,8,,,,,
461,Electronics,15670000,3,0,0,6,,,,,
462,Electronics,16990000,28,0,0,56,,,,,
463,Electronics,18390000,17,0,0,36,,,,,
464,Electronics,18990000,1,0,0,2,,,,,
465,Electronics,19590000,1,0,0,2,,,,,
466,Electronics,22390000,10,0,0,22,,,,,
467,Electronics,22400000,8,0,0,16,,,,,
468,Electronics,22990000,14,0,0,30,,,,,
469,Electronics,27990000,33,0,0,66,,,,,
470,Electronics,28000000,7,0,0,14,,,,,
471,Electronics,30390000,4,0,0,8,,,,,
472,Electronics,31990000,8,0,0,16,,,,,
473,Electronics,34990000,18,0,0,38,,,,,
474,Electronics,37990000,5,0,0,12,,,,,
475,Electronics,39990000,29,0,0,60,,,,,
476,Electronics,41990000,1,0,0,2,,,,,
477,Electronics,44790000,9,0,0,18,,,,,
478,Electronics,47190000,6,0,0,12,,,,,
479,Electronics,47990000,8,0,0,16,,,,,
480,Electronics,49990000,15,0,0,32,,,,,
481,Electronics,55990000,6,0,0,14,,,,,
482,Electronics,58990000,13,0,0,26,,,,,
483,Electronics,59990000,8,0,0,18,,,,,
484,Electronics,61590000,4,0,0,8,,,,,
485,Electronics,63990000,3,0,0,6,,,,,
486,Electronics,76990000,2,0,0,4,,,,,
487,Electronics,79990000,1,0,0,2,,,,,
488,Electronics,119990000,7,0,0,16,,,,,
489,Electronics,145990000,11,0,0,24,,,,,
490,Fun,3600000,13,0,0,28,,,,,
491,Fun,4500000,6,0,0,12,,,,,
492,Fun,7190000,26,0,0,58,,,,,
493,Fun,8990000,22,0,0,52,,,,,
494,Gift Cards,25000000,22,0,0,116,,,,,
495,Gift Cards,50000000,8,0,0,20,,,,,
496,Gift Cards,100000000,9,0,0,20,,,,,
497,Gift Cards,250000000,2,0,0,6,,,,,
498,Google,11190000,31,0,0,62,,,,,
499,Google,13990000,11,0,0,24,,,,,
500,Google,17490000,1,0,0,2,,,,,
501,Google,19990000,41,0,0,82,,,,,
502,Google,24990000,7,0,0,14,,,,,
503,Headgear,8800000,5,0,0,12,,,,,
504,Headgear,9200000,8,0,0,16,,,,,
505,Headgear,9990000,5,0,0,10,,,,,
506,Headgear,10630000,32,0,0,72,,,,,
507,Headgear,11500000,8,0,0,16,,,,,
508,Headgear,12310000,21,0,0,52,,,,,
509,Headgear,12500000,3,0,0,6,,,,,
510,Headgear,13290000,22,0,0,46,,,,,
511,Headgear,13990000,8,0,0,16,,,,,
512,Headgear,15190000,57,0,0,130,,,,,
513,Headgear,15390000,19,0,0,40,,,,,
514,Headgear,17490000,14,0,0,32,,,,,
515,Headgear,17590000,35,0,0,74,,,,,
516,Headgear,18390000,5,0,0,12,,,,,
517,Headgear,18990000,63,0,0,134,,,,,
518,Headgear,19990000,24,0,0,50,,,,,
519,Headgear,21990000,43,0,0,94,,,,,
520,Headgear,22990000,16,0,0,32,,,,,
521,Headgear,24990000,25,0,0,58,,,,,
522,Home/Accessories/,1200000,21,25,6,0,24.0,0.0,0.0,126.75,
523,Home/Accessories/,1500000,280,370,107,0,28.92,0.0,0.0,88.33,1014.67
524,Home/Accessories/,1590000,34,40,30,0,75.0,0.0,0.0,12.0,562.0
525,Home/Accessories/,1990000,440,586,245,0,41.81,0.0,0.0,36.47,1291.19
526,Home/Accessories/,2000000,5,5,7,0,140.0,0.0,0.0,137.0,
527,Home/Accessories/,2390000,6,7,3,0,42.86,0.0,0.0,,
528,Home/Accessories/,2500000,64,75,30,0,40.0,0.0,0.0,97.46,1025.0
529,Home/Accessories/,2800000,1,1,1,0,100.0,0.0,0.0,,
530,Home/Accessories/,2990000,111,130,73,0,56.15,0.0,0.0,-13.68,714.5
531,Home/Accessories/,3190000,30,34,26,0,76.47,0.0,0.0,-309.6,1663.5
532,Home/Accessories/,3500000,21,31,8,0,25.81,0.0,0.0,-23.75,
533,Home/Accessories/,3600000,7,10,2,0,20.0,0.0,0.0,2.0,
534,Home/Accessories/,3990000,302,352,148,0,42.05,0.0,0.0,-23.17,886.84
535,Home/Accessories/,4500000,46,51,25,0,49.02,0.0,0.0,16.33,
536,Home/Accessories/,4990000,93,105,25,0,23.81,0.0,0.0,23.45,1446.0
537,Home/Accessories/,5590000,5,5,2,0,40.0,0.0,0.0,-122.67,
538,Home/Accessories/,6990000,60,76,7,0,9.21,0.0,0.0,-2.0,1024.0
539,Home/Accessories/,7190000,4,5,2,0,40.0,0.0,0.0,16.0,
540,Home/Accessories/,8990000,41,43,9,0,20.93,0.0,0.0,-12.67,517.0
541,Home/Accessories/,9590000,10,18,3,0,16.67,0.0,0.0,33.0,
542,Home/Accessories/,10390000,4,4,0,0,0.0,,0.0,53.0,
543,Home/Accessories/,10990000,10,10,3,0,30.0,0.0,0.0,45.0,
544,Home/Accessories/,11190000,6,7,3,0,42.86,0.0,0.0,88.33,755.0
545,Home/Accessories/,11990000,61,68,8,0,11.76,0.0,0.0,98.25,
546,Home/Accessories/,12990000,63,75,4,0,5.33,0.0,0.0,79.25,
547,Home/Accessories/,13590000,1,1,0,0,0.0,,0.0,,
548,Home/Accessories/,13990000,60,68,22,0,32.35,0.0,0.0,-117.11,
549,Home/Accessories/,14390000,8,9,1,0,11.11,0.0,0.0,8.0,138.0
550,Home/Accessories/,16990000,6,7,0,0,0.0,,0.0,256.0,
551,Home/Accessories/,17590000,10,12,1,0,8.33,0.0,0.0,3007.0,
552,Home/Accessories/,17990000,75,86,4,0,4.65,0.0,0.0,219.4,
553,Home/Accessories/,18390000,6,7,1,0,14.29,0.0,0.0,,133.0
554,Home/Accessories/,21990000,46,65,2,0,3.08,0.0,0.0,110.0,
555,Home/Accessories/,22990000,54,68,5,0,7.35,0.0,0.0,-216.0,
556,Home/Accessories/,47990000,4,5,0,0,0.0,,0.0,,
557,Home/Accessories/,49990000,1,1,0,0,0.0,,0.0,,
558,Home/Accessories/,59990000,70,97,0,0,0.0,,0.0,258.2,
559,Home/Accessories/Fun/,1590000,96,118,61,0,51.69,0.0,0.0,192.33,962.67
560,Home/Accessories/Fun/,1990000,714,972,352,0,36.21,0.0,0.0,36.41,928.45
561,Home/Accessories/Fun/,2000000,21,27,13,0,48.15,0.0,0.0,16.0,475.0
562,Home/Accessories/Fun/,2500000,216,250,94,0,37.6,0.0,0.0,45.73,1110.0
563,Home/Accessories/Fun/,2800000,104,141,88,0,62.41,0.0,0.0,-12.64,1080.5
564,Home/Accessories/Fun/,3190000,74,82,52,0,63.41,0.0,0.0,87.06,430.88
565,Home/Accessories/Fun/,3500000,777,1052,370,0,35.17,0.0,0.0,124.03,968.42
566,Home/Accessories/Fun/,3600000,39,41,22,0,53.66,0.0,0.0,57.63,545.0
567,Home/Accessories/Fun/,3990000,582,731,252,0,34.47,0.0,0.0,67.78,862.35
568,Home/Accessories/Fun/,4500000,336,431,108,0,25.06,0.0,0.0,152.47,6490.0
569,Home/Accessories/Fun/,7190000,35,44,25,0,56.82,0.0,0.0,-30.25,129.0
570,Home/Accessories/Fun/,7990000,19,22,7,0,31.82,0.0,0.0,344.0,
571,Home/Accessories/Fun/,8790000,10,15,2,0,13.33,0.0,0.0,11.0,
572,Home/Accessories/Fun/,8990000,191,247,73,0,29.55,0.0,0.0,19.39,890.5
573,Home/Accessories/Fun/,9590000,32,38,2,0,5.26,0.0,0.0,-21.17,
574,Home/Accessories/Fun/,9990000,82,101,16,0,15.84,0.0,0.0,198.0,460.0
575,Home/Accessories/Fun/,10990000,72,89,15,0,16.85,0.0,0.0,125.63,363.0
576,Home/Accessories/Fun/,11990000,242,279,19,0,6.81,0.0,0.0,225.0,
577,Home/Accessories/Fun/,17590000,18,23,1,0,4.35,0.0,0.0,337.5,
578,Home/Accessories/Fun/,21990000,150,181,10,0,5.52,0.0,0.0,47.42,
579,Home/Accessories/Housewares/,1590000,37,41,28,0,68.29,0.0,0.0,6.25,500.0
580,Home/Accessories/Housewares/,1990000,196,220,103,0,46.82,0.0,0.0,33.25,490.87
581,Home/Accessories/Housewares/,2800000,31,34,13,0,38.24,0.0,0.0,397.0,210.0
582,Home/Accessories/Housewares/,3500000,125,137,30,0,21.9,0.0,0.0,88.59,1042.5
583,Home/Accessories/Housewares/,5590000,17,20,2,0,10.0,0.0,0.0,,
584,Home/Accessories/Housewares/,6990000,132,157,11,0,7.01,0.0,0.0,98.33,517.0
585,Home/Accessories/Housewares/,7190000,13,23,7,0,30.43,0.0,0.0,122.0,228.0
586,Home/Accessories/Housewares/,8990000,76,96,14,0,14.58,0.0,0.0,11.57,1041.0
587,Home/Accessories/Housewares/,11190000,18,24,9,0,37.5,0.0,0.0,273.75,
588,Home/Accessories/Housewares/,13990000,126,138,35,0,25.36,0.0,0.0,-34.06,415.0
589,Home/Accessories/Housewares/,14390000,14,17,1,0,5.88,0.0,0.0,53.5,
590,Home/Accessories/Housewares/,17990000,171,209,12,0,5.74,0.0,0.0,221.42,821.0
591,Home/Accessories/Pet/,1200000,18,20,23,0,115.0,0.0,0.0,4.67,694.5
592,Home/Accessories/Pet/,1500000,143,187,125,0,66.84,0.0,0.0,19.43,748.0
593,Home/Accessories/Pet/,3990000,64,78,47,0,60.26,0.0,0.0,-22.1,189.0
594,Home/Accessories/Pet/,4990000,317,424,174,0,41.04,0.0,0.0,4.7,740.33
595,Home/Accessories/Pet/,5590000,29,31,19,0,61.29,0.0,0.0,33.0,
596,Home/Accessories/Pet/,6990000,133,156,41,0,26.28,0.0,0.0,110.18,725.33
597,Home/Accessories/Sports & Fitness/,1590000,20,24,12,0,50.0,0.0,0.0,57.6,
598,Home/Accessories/Sports & Fitness/,1990000,170,202,62,0,30.69,0.0,0.0,97.0,
599,Home/Accessories/Sports & Fitness/,10390000,15,18,1,0,5.56,0.0,0.0,,
600,Home/Accessories/Sports & Fitness/,12990000,124,150,11,0,7.33,0.0,0.0,154.2,539.5
601,Home/Accessories/Sports & Fitness/,21590000,23,28,8,0,28.57,0.0,0.0,184.4,313.0
602,Home/Accessories/Sports & Fitness/,22990000,192,239,31,0,12.97,0.0,0.0,91.12,518.5
603,Home/Accessories/Sports & Fitness/,39990000,9,10,0,0,0.0,,0.0,,
604,Home/Accessories/Sports & Fitness/,47990000,20,20,0,0,0.0,,0.0,23.0,
605,Home/Accessories/Sports & Fitness/,49990000,54,69,5,0,7.25,0.0,0.0,122.25,178.5
606,Home/Accessories/Sports & Fitness/,59990000,120,136,8,0,5.88,0.0,0.0,360.86,
607,Home/Accessories/Stickers/,1200000,81,90,33,0,36.67,0.0,0.0,-95.5,1551.25
608,Home/Accessories/Stickers/,1500000,1035,1279,139,0,10.87,0.0,0.0,103.53,826.8
609,Home/Accessories/Stickers/,1590000,145,209,139,0,66.51,0.0,0.0,13.68,817.7
610,Home/Accessories/Stickers/,1990000,1838,2740,1174,0,42.85,0.0,0.0,41.39,850.33
611,Home/Accessories/Stickers/,2390000,219,314,184,0,58.6,0.0,0.0,87.44,910.94
612,Home/Accessories/Stickers/,2800000,9,9,6,0,66.67,0.0,0.0,61.0,
613,Home/Accessories/Stickers/,2990000,1931,2868,1082,0,37.73,0.0,0.0,44.53,907.27
614,Home/Accessories/Stickers/,3500000,29,36,5,0,13.89,0.0,0.0,555.67,
615,Home/Accessories/Stickers/,13590000,9,16,1,0,6.25,0.0,0.0,,
616,Home/Accessories/Stickers/,16990000,45,62,5,0,8.06,0.0,0.0,35.75,
617,Home/Apparel/,4500000,52,91,30,0,32.97,0.0,0.0,101.31,2342.0
618,Home/Apparel/,7190000,1,1,0,0,0.0,,0.0,,
619,Home/Apparel/,8790000,7,7,3,0,42.86,0.0,0.0,2.5,
620,Home/Apparel/,8990000,64,76,12,0,15.79,0.0,0.0,25.5,779.0
621,Home/Apparel/,9590000,2,3,1,0,33.33,0.0,0.0,4.0,
622,Home/Apparel/,10990000,411,583,163,0,27.96,0.0,0.0,98.67,1018.91
623,Home/Apparel/,11990000,74,96,21,0,21.88,0.0,0.0,65.06,2353.0
624,Home/Apparel/,13590000,13,15,13,0,86.67,0.0,0.0,4.5,722.6
625,Home/Apparel/,15190000,12,12,3,0,25.0,0.0,0.0,4.0,
626,Home/Apparel/,16990000,607,890,195,0,21.91,0.0,0.0,65.56,821.27
627,Home/Apparel/,17590000,3,3,2,0,66.67,0.0,0.0,2.0,-319.0
628,Home/Apparel/,18390000,1,1,0,0,0.0,,0.0,-663.0,
629,Home/Apparel/,18990000,231,319,70,0,21.94,0.0,0.0,68.84,1241.17
630,Home/Apparel/,19190000,1,1,0,0,0.0,,0.0,,
631,Home/Apparel/,19990000,9,9,3,0,33.33,0.0,0.0,271.25,883.0
632,Home/Apparel/,21990000,129,169,31,0,18.34,0.0,0.0,35.05,658.6
633,Home/Apparel/,22990000,107,137,31,0,22.63,0.0,0.0,181.84,690.67
634,Home/Apparel/,24990000,279,415,96,0,23.13,0.0,0.0,13.19,1125.33
635,Home/Apparel/,29990000,1,2,0,0,0.0,,0.0,398.0,
636,Home/Apparel/,44790000,1,1,0,0,0.0,,0.0,,
637,Home/Apparel/,51990000,1,1,0,0,0.0,,0.0,,
638,Home/Apparel/,55990000,1,1,0,0,0.0,,0.0,,
639,Home/Apparel/,69990000,2,4,0,0,0.0,,0.0,159.0,
640,Home/Apparel/,92990000,2,1,2,0,200.0,0.0,0.0,,
641,Home/Apparel/,119990000,3,6,2,0,33.33,0.0,0.0,8.0,325.0
642,Home/Apparel/Headgear/,8790000,152,217,87,0,40.09,0.0,0.0,42.56,575.73
643,Home/Apparel/Headgear/,10990000,1474,2120,584,0,27.55,0.0,0.0,74.47,820.39
644,Home/Apparel/Headgear/,15190000,130,196,56,0,28.57,0.0,0.0,23.65,623.67
645,Home/Apparel/Headgear/,17590000,66,89,31,0,34.83,0.0,0.0,18.43,397.67
646,Home/Apparel/Headgear/,18390000,29,34,5,0,14.71,0.0,0.0,174.0,
647,Home/Apparel/Headgear/,18990000,835,1249,237,0,18.98,0.0,0.0,78.47,861.0
648,Home/Apparel/Headgear/,19990000,58,66,19,0,28.79,0.0,0.0,-9.5,897.0
649,Home/Apparel/Headgear/,21990000,434,613,122,0,19.9,0.0,0.0,50.61,667.55
650,Home/Apparel/Headgear/,22990000,297,361,55,0,15.24,0.0,0.0,83.79,943.0
651,Home/Apparel/Headgear/,24990000,433,598,100,0,16.72,0.0,0.0,28.67,750.8
652,Home/Apparel/Kid's/,9590000,13,20,10,0,50.0,0.0,0.0,54.0,
653,Home/Apparel/Kid's/,11990000,100,144,31,0,21.53,0.0,0.0,34.75,
654,Home/Apparel/Kid's/,13590000,18,56,11,0,19.64,0.0,0.0,-12.29,393.0
655,Home/Apparel/Kid's/,15190000,2,2,0,0,0.0,,0.0,,
656,Home/Apparel/Kid's/,16990000,117,243,35,0,14.4,0.0,0.0,16.56,1507.0
657,Home/Apparel/Kid's/,18990000,4,4,1,0,25.0,0.0,0.0,,
658,Home/Apparel/Kid's/,19190000,17,28,14,0,50.0,0.0,0.0,19.67,461.0
659,Home/Apparel/Kid's/,19990000,3,4,1,0,25.0,0.0,0.0,,
660,Home/Apparel/Kid's/,23990000,119,209,38,0,18.18,0.0,0.0,234.83,854.71
661,Home/Apparel/Kid's/,24990000,9,11,2,0,18.18,0.0,0.0,9.0,
662,Home/Apparel/Kid's/,27190000,3,5,4,0,80.0,0.0,0.0,88.0,
663,Home/Apparel/Kid's/,30390000,17,29,15,0,51.72,0.0,0.0,195.0,589.33
664,Home/Apparel/Kid's/,33990000,35,55,11,0,20.0,0.0,0.0,71.75,760.0
665,Home/Apparel/Kid's/,37990000,110,221,19,0,8.6,0.0,0.0,96.57,1178.67
666,Home/Apparel/Kid's/,43990000,3,5,0,0,0.0,,0.0,47.0,
667,Home/Apparel/Kid's/Kid's-Infant/,9590000,84,110,89,0,80.91,0.0,0.0,34.5,819.5
668,Home/Apparel/Kid's/Kid's-Infant/,11990000,227,287,168,0,58.54,0.0,0.0,11.09,854.67
669,Home/Apparel/Kid's/Kid's-Infant/,13590000,70,130,80,0,61.54,0.0,0.0,49.65,388.33
670,Home/Apparel/Kid's/Kid's-Infant/,16990000,172,257,109,0,42.41,0.0,0.0,107.46,921.3
671,Home/Apparel/Kid's/Kid's-Infant/,19190000,185,292,187,0,64.04,0.0,0.0,29.06,809.52
672,Home/Apparel/Kid's/Kid's-Infant/,23990000,507,802,376,0,46.88,0.0,0.0,51.88,555.63
673,Home/Apparel/Kid's/Kid's-Infant/,27190000,50,68,39,0,57.35,0.0,0.0,-8.46,549.5
674,Home/Apparel/Kid's/Kid's-Infant/,30390000,107,151,71,0,47.02,0.0,0.0,58.88,455.94
675,Home/Apparel/Kid's/Kid's-Infant/,33990000,185,242,122,0,50.41,0.0,0.0,89.47,465.72
676,Home/Apparel/Kid's/Kid's-Infant/,37990000,242,335,106,0,31.64,0.0,0.0,105.32,640.87
677,Home/Apparel/Kid's/Kid's-Toddler/,9590000,10,14,8,0,57.14,0.0,0.0,-161.0,
678,Home/Apparel/Kid's/Kid's-Toddler/,11990000,38,52,15,0,28.85,0.0,0.0,79.87,
679,Home/Apparel/Kid's/Kid's-Toddler/,13590000,149,251,154,0,61.35,0.0,0.0,30.71,628.33
680,Home/Apparel/Kid's/Kid's-Toddler/,15190000,10,10,8,0,80.0,0.0,0.0,5.0,359.0
681,Home/Apparel/Kid's/Kid's-Toddler/,16990000,360,587,207,0,35.26,0.0,0.0,120.24,901.33
682,Home/Apparel/Kid's/Kid's-Toddler/,18990000,14,16,5,0,31.25,0.0,0.0,20.67,1260.0
683,Home/Apparel/Kid's/Kid's-Toddler/,19190000,34,42,18,0,42.86,0.0,0.0,179.67,574.0
684,Home/Apparel/Kid's/Kid's-Toddler/,23990000,81,104,36,0,34.62,0.0,0.0,69.37,754.4
685,Home/Apparel/Kid's/Kid's-Toddler/,30390000,54,78,37,0,47.44,0.0,0.0,50.71,456.0
686,Home/Apparel/Kid's/Kid's-Toddler/,37990000,162,234,58,0,24.79,0.0,0.0,74.23,562.86
687,Home/Apparel/Kid's/Kids-Youth/,15190000,158,344,154,0,44.77,0.0,0.0,37.05,832.32
688,Home/Apparel/Kid's/Kids-Youth/,17590000,22,30,16,0,53.33,0.0,0.0,22.67,488.0
689,Home/Apparel/Kid's/Kids-Youth/,18990000,695,1248,412,0,33.01,0.0,0.0,75.31,769.09
690,Home/Apparel/Kid's/Kids-Youth/,19990000,33,36,22,0,61.11,0.0,0.0,-41.5,747.5
691,Home/Apparel/Kid's/Kids-Youth/,21990000,94,129,33,0,25.58,0.0,0.0,83.73,697.0
692,Home/Apparel/Kid's/Kids-Youth/,24990000,124,176,51,0,28.98,0.0,0.0,10.54,677.13
693,Home/Apparel/Kid's/Kids-Youth/,35200000,42,50,20,0,40.0,0.0,0.0,-18.33,196.5
694,Home/Apparel/Kid's/Kids-Youth/,43990000,196,262,56,0,21.37,0.0,0.0,101.69,809.33
695,Home/Apparel/Men's/,7190000,1,1,1,0,100.0,0.0,0.0,1.0,285.0
696,Home/Apparel/Men's/,8990000,10,10,4,0,40.0,0.0,0.0,31.5,1077.0
