,product_category,product_price,total_sessions,product_view_sessions,add_to_cart_sessions,purchase_sessions,view_to_cart_percentage,cart_to_purchase_percentage,view_to_purchase_percentage,avg_view_to_cart_sec,avg_cart_to_purchase_sec
1198,Home/Shop by Brand/,1990000,18,21,10,0,47.62,0.0,0.0,4.0,
1199,Home/Shop by Brand/,2990000,39,46,15,0,32.61,0.0,0.0,-128.8,308.0
1200,Home/Shop by Brand/,3990000,33,40,7,0,17.5,0.0,0.0,9.33,
1201,Home/Shop by Brand/,4990000,2,2,1,0,50.0,0.0,0.0,,
1202,Home/Shop by Brand/,5500000,25,27,5,0,18.52,0.0,0.0,49.5,
1203,Home/Shop by Brand/,6990000,3,3,2,0,66.67,0.0,0.0,9.0,
1204,Home/Shop by Brand/,7990000,4,4,1,0,25.0,0.0,0.0,1.0,552.0
1205,Home/Shop by Brand/,8990000,16,19,0,0,0.0,,0.0,84.0,
1206,Home/Shop by Brand/,9990000,16,21,2,0,9.52,0.0,0.0,177.5,
1207,Home/Shop by Brand/,10390000,1,1,0,0,0.0,,0.0,,
1208,Home/Shop by Brand/,10990000,12,21,5,0,23.81,0.0,0.0,7.0,
1209,Home/Shop by Brand/,12990000,7,9,0,0,0.0,,0.0,,
1210,Home/Shop by Brand/,13590000,3,4,0,0,0.0,,0.0,42.0,
1211,Home/Shop by Brand/,14990000,5,5,2,0,40.0,0.0,0.0,,
1212,Home/Shop by Brand/,16990000,90,117,13,0,11.11,0.0,0.0,90.5,
1213,Home/Shop by Brand/,17990000,12,13,0,0,0.0,,0.0,,
1214,Home/Shop by Brand/,18990000,11,12,5,0,41.67,0.0,0.0,128.0,
1215,Home/Shop by Brand/,19990000,4,4,0,0,0.0,,0.0,,
1216,Home/Shop by Brand/,20990000,1,1,0,0,0.0,,0.0,,
1217,Home/Shop by Brand/,21990000,30,39,5,0,12.82,0.0,0.0,210.2,875.0
1218,Home/Shop by Brand/,22990000,6,6,0,0,0.0,,0.0,130.0,
1219,Home/Shop by Brand/,24990000,23,25,2,0,8.0,0.0,0.0,-49.8,
1220,Home/Shop by Brand/,29990000,1,1,1,0,100.0,0.0,0.0,-196.0,
1221,Home/Shop by Brand/,44990000,1,1,0,0,0.0,,0.0,,
1222,Home/Shop by Brand/,55990000,1,1,0,0,0.0,,0.0,,
1223,Home/Shop by Brand/,59990000,1,1,0,0,0.0,,0.0,,
1224,Home/Shop by Brand/,69990000,11,16,0,0,0.0,,0.0,,
1225,Home/Shop by Brand/,76990000,3,4,0,0,0.0,,0.0,,
1226,Home/Shop by Brand/,79990000,1,1,0,0,0.0,,0.0,,
1227,Home/Shop by Brand/,99990000,19,23,4,0,17.39,0.0,0.0,97.0,
1228,Home/Shop by Brand/,104990000,3,5,0,0,0.0,,0.0,,
1229,Home/Shop by Brand/,145990000,4,4,0,0,0.0,,0.0,,
1230,Home/Shop by Brand/Android/,2390000,6,7,6,0,85.71,0.0,0.0,10.33,234.0
1231,Home/Shop by Brand/Android/,2990000,216,332,87,0,26.2,0.0,0.0,123.75,496.0
1232,Home/Shop by Brand/Android/,3190000,7,8,5,0,62.5,0.0,0.0,-128.0,826.0
1233,Home/Shop by Brand/Android/,3990000,292,464,91,0,19.61,0.0,0.0,37.74,708.8
1234,Home/Shop by Brand/Android/,7190000,5,7,2,0,28.57,0.0,0.0,-49.0,712.0
1235,Home/Shop by Brand/Android/,8990000,120,179,21,0,11.73,0.0,0.0,53.36,
1236,Home/Shop by Brand/Android/,9990000,42,55,12,0,21.82,0.0,0.0,38.86,1288.0
1237,Home/Shop by Brand/Android/,10390000,3,4,3,0,75.0,0.0,0.0,,
1238,Home/Shop by Brand/Android/,11990000,1,1,0,0,0.0,,0.0,,
1239,Home/Shop by Brand/Android/,12990000,155,179,47,0,26.26,0.0,0.0,-13.35,663.83
1240,Home/Shop by Brand/Android/,13990000,10,13,0,0,0.0,,0.0,162.0,
1241,Home/Shop by Brand/Android/,14390000,2,3,0,0,0.0,,0.0,,
1242,Home/Shop by Brand/Android/,14990000,29,32,2,0,6.25,0.0,0.0,-1614.0,
1243,Home/Shop by Brand/Android/,15190000,1,1,1,0,100.0,0.0,0.0,,
1244,Home/Shop by Brand/Android/,15990000,3,3,0,0,0.0,,0.0,-1457.0,
1245,Home/Shop by Brand/Android/,16990000,2,2,0,0,0.0,,0.0,,
1246,Home/Shop by Brand/Android/,17990000,122,158,7,0,4.43,0.0,0.0,225.57,
1247,Home/Shop by Brand/Android/,18990000,117,181,21,0,11.6,0.0,0.0,68.28,295.0
1248,Home/Shop by Brand/Android/,19990000,142,214,2,0,0.93,0.0,0.0,314.0,
1249,Home/Shop by Brand/Android/,20990000,1,1,0,0,0.0,,0.0,,
1250,Home/Shop by Brand/Android/,23990000,1,1,0,0,0.0,,0.0,,
1251,Home/Shop by Brand/Android/,24990000,87,135,18,0,13.33,0.0,0.0,153.65,800.67
1252,Home/Shop by Brand/Android/,29990000,7,11,2,0,18.18,0.0,0.0,147.0,
1253,Home/Shop by Brand/Android/,39990000,1,1,0,0,0.0,,0.0,,
1254,Home/Shop by Brand/Android/,55990000,2,2,0,0,0.0,,0.0,,
1255,Home/Shop by Brand/Google/,1590000,4,4,2,0,50.0,0.0,0.0,,
1256,Home/Shop by Brand/Google/,1990000,47,92,19,0,20.65,0.0,0.0,83.3,
1257,Home/Shop by Brand/Google/,2390000,13,17,11,0,64.71,0.0,0.0,37.6,1498.0
1258,Home/Shop by Brand/Google/,2990000,206,286,85,0,29.72,0.0,0.0,-2.31,656.67
1259,Home/Shop by Brand/Google/,3500000,1,2,0,0,0.0,,0.0,,
1260,Home/Shop by Brand/Google/,3990000,2,2,1,0,50.0,0.0,0.0,78.5,
1261,Home/Shop by Brand/Google/,4400000,9,10,4,0,40.0,0.0,0.0,100.5,785.0
1262,Home/Shop by Brand/Google/,4990000,28,42,8,0,19.05,0.0,0.0,11.0,563.0
1263,Home/Shop by Brand/Google/,5500000,172,231,39,0,16.88,0.0,0.0,69.38,1169.67
1264,Home/Shop by Brand/Google/,5590000,2,2,0,0,0.0,,0.0,,
1265,Home/Shop by Brand/Google/,6990000,31,35,1,0,2.86,0.0,0.0,38.75,
1266,Home/Shop by Brand/Google/,7990000,5,6,2,0,33.33,0.0,0.0,33.0,
1267,Home/Shop by Brand/Google/,8790000,8,8,4,0,50.0,0.0,0.0,2.67,451.5
1268,Home/Shop by Brand/Google/,8990000,3,4,1,0,25.0,0.0,0.0,,
1269,Home/Shop by Brand/Google/,9990000,94,115,18,0,15.65,0.0,0.0,63.47,677.0
1270,Home/Shop by Brand/Google/,10990000,167,220,56,0,25.45,0.0,0.0,77.28,526.0
1271,Home/Shop by Brand/Google/,11190000,1,1,0,0,0.0,,0.0,,
1272,Home/Shop by Brand/Google/,11990000,1,1,0,0,0.0,,0.0,,
1273,Home/Shop by Brand/Google/,13590000,16,18,11,0,61.11,0.0,0.0,210.0,
1274,Home/Shop by Brand/Google/,13990000,2,2,1,0,50.0,0.0,0.0,,
1275,Home/Shop by Brand/Google/,15190000,2,2,1,0,50.0,0.0,0.0,22.0,307.0
1276,Home/Shop by Brand/Google/,15990000,1,1,1,0,100.0,0.0,0.0,7.0,
1277,Home/Shop by Brand/Google/,16990000,457,735,172,0,23.4,0.0,0.0,55.61,725.11
1278,Home/Shop by Brand/Google/,17590000,2,2,0,0,0.0,,0.0,,
1279,Home/Shop by Brand/Google/,18390000,2,3,0,0,0.0,,0.0,,
1280,Home/Shop by Brand/Google/,18990000,93,122,24,0,19.67,0.0,0.0,115.33,779.0
1281,Home/Shop by Brand/Google/,19990000,74,107,14,0,13.08,0.0,0.0,111.25,937.0
1282,Home/Shop by Brand/Google/,21990000,62,91,15,0,16.48,0.0,0.0,79.42,440.0
1283,Home/Shop by Brand/Google/,22390000,1,1,2,0,200.0,0.0,0.0,,
1284,Home/Shop by Brand/Google/,22990000,66,92,15,0,16.3,0.0,0.0,79.33,597.0
1285,Home/Shop by Brand/Google/,24990000,73,99,27,0,27.27,0.0,0.0,61.55,418.0
1286,Home/Shop by Brand/Google/,27990000,7,7,3,0,42.86,0.0,0.0,89.67,
1287,Home/Shop by Brand/Google/,34990000,3,5,0,0,0.0,,0.0,,
1288,Home/Shop by Brand/Google/,37990000,1,1,0,0,0.0,,0.0,,
1289,Home/Shop by Brand/Google/,44990000,1,3,0,0,0.0,,0.0,,
1290,Home/Shop by Brand/Google/,47190000,5,5,0,0,0.0,,0.0,,
1291,Home/Shop by Brand/Google/,47990000,2,2,0,0,0.0,,0.0,,
1292,Home/Shop by Brand/Google/,55990000,10,10,0,0,0.0,,0.0,-39.0,
1293,Home/Shop by Brand/Google/,58990000,72,98,5,0,5.1,0.0,0.0,163.4,
1294,Home/Shop by Brand/Google/,59990000,5,6,0,0,0.0,,0.0,,
1295,Home/Shop by Brand/Google/,61590000,2,2,0,0,0.0,,0.0,53.0,
1296,Home/Shop by Brand/Google/,69990000,85,115,15,0,13.04,0.0,0.0,123.33,
1297,Home/Shop by Brand/Google/,76990000,51,64,4,0,6.25,0.0,0.0,161.14,1179.0
1298,Home/Shop by Brand/Google/,79990000,14,15,2,0,13.33,0.0,0.0,95.0,925.0
1299,Home/Shop by Brand/Google/,99990000,117,161,10,0,6.21,0.0,0.0,190.19,
1300,Home/Shop by Brand/Google/,104990000,8,10,0,0,0.0,,0.0,,
1301,Home/Shop by Brand/Google/,109990000,1,1,0,0,0.0,,0.0,,
1302,Home/Shop by Brand/Google/,119990000,5,6,1,0,16.67,0.0,0.0,2.0,
1303,Home/Shop by Brand/Google/,145990000,115,161,6,0,3.73,0.0,0.0,287.5,
1304,Home/Shop by Brand/Waze/,1590000,1,1,0,0,0.0,,0.0,,
1305,Home/Shop by Brand/Waze/,1990000,8,8,4,0,50.0,0.0,0.0,19.0,
1306,Home/Shop by Brand/Waze/,2990000,4,8,2,0,25.0,0.0,0.0,3.0,
1307,Home/Shop by Brand/Waze/,6990000,10,16,2,0,12.5,0.0,0.0,24.0,
1308,Home/Shop by Brand/Waze/,16990000,1,1,0,0,0.0,,0.0,,
1309,Home/Shop by Brand/Waze/,18990000,2,2,0,0,0.0,,0.0,,
1310,Home/Shop by Brand/YouTube/,1590000,39,47,29,0,61.7,0.0,0.0,53.46,584.67
1311,Home/Shop by Brand/YouTube/,1990000,2439,3574,1092,0,30.55,0.0,0.0,40.94,859.44
1312,Home/Shop by Brand/YouTube/,3990000,16,16,15,0,93.75,0.0,0.0,18.0,313.5
1313,Home/Shop by Brand/YouTube/,4990000,1000,1485,329,0,22.15,0.0,0.0,48.69,542.2
1314,Home/Shop by Brand/YouTube/,5590000,38,45,31,0,68.89,0.0,0.0,-1.44,345.14
1315,Home/Shop by Brand/YouTube/,6390000,24,32,13,0,40.63,0.0,0.0,14.0,595.0
1316,Home/Shop by Brand/YouTube/,6990000,1435,2113,457,0,21.63,0.0,0.0,90.68,629.53
1317,Home/Shop by Brand/YouTube/,7190000,5,7,1,0,14.29,0.0,0.0,31.0,431.0
1318,Home/Shop by Brand/YouTube/,7990000,1154,1699,360,0,21.19,0.0,0.0,79.22,838.04
1319,Home/Shop by Brand/YouTube/,8790000,30,33,22,0,66.67,0.0,0.0,-16.22,231.5
1320,Home/Shop by Brand/YouTube/,8990000,218,295,52,0,17.63,0.0,0.0,101.52,294.5
1321,Home/Shop by Brand/YouTube/,9990000,325,439,82,0,18.68,0.0,0.0,69.79,796.0
1322,Home/Shop by Brand/YouTube/,10990000,1493,2105,565,0,26.84,0.0,0.0,45.48,795.9
1323,Home/Shop by Brand/YouTube/,11990000,12,16,9,0,56.25,0.0,0.0,14.33,449.0
1324,Home/Shop by Brand/YouTube/,13590000,15,19,11,0,57.89,0.0,0.0,43.75,590.5
1325,Home/Shop by Brand/YouTube/,14990000,465,759,71,0,9.35,0.0,0.0,117.2,734.0
1326,Home/Shop by Brand/YouTube/,15190000,4,7,4,0,57.14,0.0,0.0,31.5,635.5
1327,Home/Shop by Brand/YouTube/,15990000,11,14,4,0,28.57,0.0,0.0,11.0,
1328,Home/Shop by Brand/YouTube/,16990000,890,1587,252,0,15.88,0.0,0.0,92.42,496.37
1329,Home/Shop by Brand/YouTube/,17590000,5,6,4,0,66.67,0.0,0.0,3.0,
1330,Home/Shop by Brand/YouTube/,18990000,263,425,78,0,18.35,0.0,0.0,88.7,556.0
1331,Home/Shop by Brand/YouTube/,19990000,806,1135,57,0,5.02,0.0,0.0,182.7,699.4
1332,Home/Shop by Brand/YouTube/,20990000,164,281,53,0,18.86,0.0,0.0,81.13,505.67
1333,Home/Shop by Brand/YouTube/,21990000,683,1020,164,0,16.08,0.0,0.0,44.99,383.6
1334,Home/Shop by Brand/YouTube/,23990000,3,3,1,0,33.33,0.0,0.0,,
1335,Home/Shop by Brand/YouTube/,24990000,519,809,128,0,15.82,0.0,0.0,48.02,1017.33
1336,Home/Shop by Brand/YouTube/,29990000,265,438,79,0,18.04,0.0,0.0,51.41,2318.0
1337,Home/Shop by Brand/YouTube/,34990000,2,1,2,0,200.0,0.0,0.0,,
1338,Home/Shop by Brand/YouTube/,55990000,8,15,0,0,0.0,,0.0,,
1339,Home/Spring Sale!/,3990000,3,3,3,0,100.0,0.0,0.0,,
1340,Home/Spring Sale!/,4790000,1,1,0,0,0.0,,0.0,,
1341,Home/Spring Sale!/,4990000,13,43,7,0,16.28,0.0,0.0,37.8,843.0
1342,Home/Spring Sale!/,5990000,11,27,3,0,11.11,0.0,0.0,11.0,
1343,Home/Spring Sale!/,6390000,1,1,0,0,0.0,,0.0,,
1344,Home/Spring Sale!/,7990000,8,22,0,0,0.0,,0.0,,
1345,Home/Spring Sale!/,9990000,6,16,2,0,12.5,0.0,0.0,11.0,
1346,Home/Spring Sale!/,10390000,1,1,0,0,0.0,,0.0,-152.0,
1347,Home/Spring Sale!/,12990000,6,15,2,0,13.33,0.0,0.0,885.0,
1348,Home/Spring Sale!/,13990000,4,7,1,0,14.29,0.0,0.0,37.67,
1349,Home/Spring Sale!/,15990000,1,1,0,0,0.0,,0.0,117.0,
1350,Home/Spring Sale!/,16990000,1,2,0,0,0.0,,0.0,18.0,
1351,Home/Spring Sale!/,17990000,2,4,0,0,0.0,,0.0,,
1352,Home/Spring Sale!/,18990000,2,4,2,0,50.0,0.0,0.0,-95.0,
1353,Home/Spring Sale!/,19990000,16,36,1,0,2.78,0.0,0.0,211.0,
1354,Home/Spring Sale!/,21990000,2,3,1,0,33.33,0.0,0.0,,
1355,Home/Spring Sale!/,23990000,2,2,0,0,0.0,,0.0,33.0,
1356,Home/Spring Sale!/,24990000,8,10,0,0,0.0,,0.0,10.0,
1357,Home/Spring Sale!/,28990000,1,2,0,0,0.0,,0.0,,
1358,Home/Spring Sale!/,44990000,2,3,0,0,0.0,,0.0,73.0,
1359,Home/Spring Sale!/,55990000,1,2,0,0,0.0,,0.0,67.0,
1360,Home/Spring Sale!/,59990000,2,3,0,0,0.0,,0.0,,
1361,Home/Spring Sale!/,64990000,3,6,0,0,0.0,,0.0,,
1362,Home/Spring Sale!/,69990000,1,2,0,0,0.0,,0.0,89.0,
1363,Home/Spring Sale!/,74390000,1,3,0,0,0.0,,0.0,,
1364,Home/Spring Sale!/,74990000,3,5,0,0,0.0,,0.0,,
1365,Home/Spring Sale!/,79190000,1,1,0,0,0.0,,0.0,,
1366,Home/Spring Sale!/,79990000,3,11,0,0,0.0,,0.0,,
1367,Home/Spring Sale!/,87990000,1,1,0,0,0.0,,0.0,,
1368,Home/Spring Sale!/,92990000,3,5,1,0,20.0,0.0,0.0,9.0,
1369,Home/Spring Sale!/,94990000,1,1,0,0,0.0,,0.0,,
1370,Home/Spring Sale!/,95990000,1,1,0,0,0.0,,0.0,,
1371,Home/Spring Sale!/,98990000,1,1,0,0,0.0,,0.0,,
1372,Home/Spring Sale!/,109990000,9,14,0,0,0.0,,0.0,101.5,
1373,Home/Spring Sale!/,119990000,3,5,0,0,0.0,,0.0,,
1374,Housewares,1400000,6,0,0,18,,,,,
1375,Housewares,1750000,6,0,0,12,,,,,
1376,Housewares,2000000,30,0,0,60,,,,,
1377,Housewares,2500000,28,0,0,58,,,,,
1378,Housewares,18990000,1,0,0,2,,,,,
1379,Lifestyle,1200000,20,0,0,60,,,,,
1380,Lifestyle,1500000,27,0,0,74,,,,,
1381,Lifestyle,1590000,81,0,0,178,,,,,
1382,Lifestyle,1680000,3,0,0,6,,,,,
1383,Lifestyle,1990000,122,0,0,272,,,,,
1384,Lifestyle,2100000,2,0,0,6,,,,,
1385,Lifestyle,2790000,21,0,0,46,,,,,
1386,Lifestyle,2800000,179,0,0,946,,,,,
1387,Lifestyle,3190000,88,0,0,180,,,,,
1388,Lifestyle,3490000,11,0,0,24,,,,,
1389,Lifestyle,3500000,165,0,0,638,,,,,
1390,Lifestyle,3910000,6,0,0,12,,,,,
1391,Lifestyle,3990000,111,0,0,236,,,,,
1392,Lifestyle,4890000,8,0,0,22,,,,,
1393,Lifestyle,4990000,19,0,0,42,,,,,
1394,Lifestyle,5030000,5,0,0,10,,,,,
1395,Lifestyle,5590000,6,0,0,12,,,,,
1396,Lifestyle,6290000,3,0,0,6,,,,,
1397,Lifestyle,6710000,4,0,0,8,,,,,
1398,Lifestyle,6990000,6,0,0,14,,,,,
1399,Lifestyle,7190000,18,0,0,36,,,,,
1400,Lifestyle,7200000,2,0,0,4,,,,,
1401,Lifestyle,7270000,5,0,0,10,,,,,
1402,Lifestyle,7990000,8,0,0,16,,,,,
1403,Lifestyle,8390000,3,0,0,6,,,,,
1404,Lifestyle,8990000,17,0,0,34,,,,,
1405,Lifestyle,9090000,4,0,0,8,,,,,
1406,Lifestyle,9200000,4,0,0,8,,,,,
1407,Lifestyle,9590000,5,0,0,10,,,,,
1408,Lifestyle,10390000,1,0,0,2,,,,,
1409,Lifestyle,11500000,3,0,0,6,,,,,
1410,Lifestyle,11990000,7,0,0,18,,,,,
1411,Lifestyle,12870000,5,0,0,10,,,,,
1412,Lifestyle,12990000,5,0,0,10,,,,,
1413,Lifestyle,14390000,4,0,0,8,,,,,
1414,Lifestyle,16090000,2,0,0,4,,,,,
1415,Lifestyle,17990000,3,0,0,6,,,,,
1416,Lifestyle,18390000,7,0,0,16,,,,,
1417,Lifestyle,18990000,1,0,0,2,,,,,
1418,Lifestyle,19590000,12,0,0,30,,,,,
1419,Lifestyle,21590000,1,0,0,2,,,,,
1420,Lifestyle,22990000,7,0,0,14,,,,,
1421,Lifestyle,24490000,4,0,0,8,,,,,
1422,Lifestyle,26990000,1,0,0,2,,,,,
1423,Lifestyle,27990000,6,0,0,12,,,,,
1424,Lifestyle,34990000,9,0,0,18,,,,,
1425,Lifestyle/,1990000,1,3,1,0,33.33,0.0,0.0,16.0,
1426,Lifestyle/,4500000,1,3,0,0,0.0,,0.0,,
1427,Lifestyle/,4990000,1,6,0,0,0.0,,0.0,,
1428,Lifestyle/,11990000,1,1,0,0,0.0,,0.0,,
1429,More Bags,17590000,22,0,0,48,,,,,
1430,More Bags,21990000,13,0,0,36,,,,,
1431,Mugs/,12990000,5,6,1,0,16.67,0.0,0.0,12.0,
1432,Notebooks & Journals,4800000,14,0,0,34,,,,,
1433,Notebooks & Journals,5590000,19,0,0,38,,,,,
1434,Notebooks & Journals,6000000,17,0,0,36,,,,,
1435,Notebooks & Journals,6990000,12,0,0,32,,,,,
1436,Notebooks & Journals,7990000,23,0,0,52,,,,,
1437,Notebooks & Journals,9600000,4,0,0,8,,,,,
1438,Notebooks & Journals,9990000,27,0,0,58,,,,,
1439,Notebooks & Journals,10800000,18,0,0,38,,,,,
1440,Notebooks & Journals,11190000,19,0,0,38,,,,,
1441,Notebooks & Journals,11990000,49,0,0,114,,,,,
1442,Notebooks & Journals,13200000,6,0,0,14,,,,,
1443,Notebooks & Journals,13430000,7,0,0,14,,,,,
1444,Notebooks & Journals,13500000,6,0,0,12,,,,,
1445,Notebooks & Journals,13990000,13,0,0,28,,,,,
1446,Notebooks & Journals,14990000,16,0,0,36,,,,,
1447,Notebooks & Journals,15990000,4,0,0,8,,,,,
1448,Notebooks & Journals,16500000,8,0,0,16,,,,,
1449,Notebooks & Journals,16790000,2,0,0,4,,,,,
1450,Notebooks & Journals,18470000,19,0,0,48,,,,,
1451,Notebooks & Journals,19190000,1,0,0,2,,,,,
1452,Notebooks & Journals,19990000,1,0,0,2,,,,,
1453,Notebooks & Journals,23090000,14,0,0,32,,,,,
1454,Notebooks & Journals,25190000,5,0,0,10,,,,,
1455,Notebooks & Journals,26390000,4,0,0,8,,,,,
1456,Notebooks & Journals,31490000,1,0,0,2,,,,,
1457,Notebooks & Journals,32990000,2,0,0,6,,,,,
1458,Notebooks & Journals,35990000,1,0,0,2,,,,,
1459,Office,790000,80,0,0,174,,,,,
1460,Office,990000,136,0,0,312,,,,,
1461,Office,1000000,9,0,0,18,,,,,
1462,Office,1200000,79,0,0,168,,,,,
1463,Office,1250000,20,0,0,40,,,,,
1464,Office,1500000,110,0,0,244,,,,,
1465,Office,1590000,265,0,0,654,,,,,
1466,Office,1990000,420,0,0,1018,,,,,
1467,Office,2000000,40,0,0,84,,,,,
1468,Office,2390000,253,0,0,640,,,,,
1469,Office,2500000,44,0,0,88,,,,,
1470,Office,2790000,23,0,0,46,,,,,
1471,Office,2800000,18,0,0,36,,,,,
1472,Office,2990000,280,0,0,684,,,,,
1473,Office,3080000,5,0,0,10,,,,,
1474,Office,3190000,151,0,0,394,,,,,
1475,Office,3350000,24,0,0,50,,,,,
1476,Office,3490000,24,0,0,48,,,,,
1477,Office,3500000,24,0,0,54,,,,,
1478,Office,3850000,9,0,0,18,,,,,
1479,Office,3990000,213,0,0,574,,,,,
1480,Office,4190000,23,0,0,46,,,,,
1481,Office,4400000,28,0,0,58,,,,,
1482,Office,4470000,9,0,0,18,,,,,
1483,Office,4790000,128,0,0,274,,,,,
1484,Office,4800000,12,0,0,26,,,,,
1485,Office,4990000,40,0,0,82,,,,,
1486,Office,5500000,45,0,0,94,,,,,
1487,Office,5590000,72,0,0,148,,,,,
1488,Office,5990000,89,0,0,202,,,,,
1489,Office,6000000,3,0,0,6,,,,,
1490,Office,6150000,19,0,0,40,,,,,
1491,Office,6390000,7,0,0,14,,,,,
1492,Office,6960000,6,0,0,12,,,,,
1493,Office,6990000,56,0,0,118,,,,,
1494,Office,7190000,10,0,0,20,,,,,
1495,Office,7690000,9,0,0,18,,,,,
1496,Office,7990000,71,0,0,142,,,,,
1497,Office,8700000,7,0,0,14,,,,,
1498,Office,8790000,75,0,0,158,,,,,
1499,Office,8990000,22,0,0,56,,,,,
1500,Office,9600000,4,0,0,8,,,,,
1501,Office,9990000,34,0,0,74,,,,,
1502,Office,10070000,14,0,0,32,,,,,
1503,Office,10990000,31,0,0,62,,,,,
1504,Office,11190000,7,0,0,14,,,,,
1505,Office,11990000,31,0,0,66,,,,,
1506,Office,12000000,7,0,0,14,,,,,
1507,Office,12590000,5,0,0,10,,,,,
1508,Office,13990000,5,0,0,10,,,,,
1509,Office,14390000,4,0,0,8,,,,,
1510,Office,14990000,17,0,0,42,,,,,
1511,Office,15990000,7,0,0,16,,,,,
1512,Office,16230000,7,0,0,14,,,,,
1513,Office,17990000,6,0,0,12,,,,,
1514,Office,18990000,1,0,0,10,,,,,
1515,Office,19190000,1,0,0,2,,,,,
1516,Office,19990000,8,0,0,16,,,,,
1517,Office,20290000,7,0,0,14,,,,,
1518,Office,22390000,6,0,0,12,,,,,
1519,Office,23990000,1,0,0,2,,,,,
1520,Office,26390000,5,0,0,14,,,,,
1521,Office,27990000,5,0,0,10,,,,,
1522,Office,28990000,5,0,0,10,,,,,
1523,Office,31990000,2,0,0,4,,,,,
1524,Office,32000000,9,0,0,18,,,,,
1525,Office,32990000,5,0,0,10,,,,,
1526,Office,39990000,7,0,0,14,,,,,
1527,Office,44990000,3,0,0,6,,,,,
1528,Office,63990000,7,0,0,18,,,,,
1529,Office,79990000,5,0,0,10,,,,,
1530,Tumblers/,24990000,1,2,0,0,0.0,,0.0,,
1531,Waze,1590000,18,0,0,48,,,,,
1532,Waze,1990000,39,0,0,94,,,,,
1533,Waze,2390000,12,0,0,24,,,,,
1534,Waze,2990000,19,0,0,38,,,,,
1535,Waze,5590000,12,0,0,24,,,,,
1536,Waze,6990000,48,0,0,98,,,,,
1537,Waze,7190000,15,0,0,30,,,,,
1538,Waze,8990000,12,0,0,26,,,,,
1539,Waze,15190000,14,0,0,32,,,,,
1540,Waze,18990000,14,0,0,32,,,,,
1541,Wearables/Men's T-Shirts/,16990000,30,55,10,0,18.18,0.0,0.0,28.25,1612.0
1542,Wearables/Men's T-Shirts/,18990000,12,18,2,0,11.11,0.0,0.0,161.0,
1543,Wearables/Men's T-Shirts/,19990000,8,14,1,0,7.14,0.0,0.0,,
1544,Wearables/Men's T-Shirts/,24990000,4,8,0,0,0.0,,0.0,101.0,
